Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold,Revenue
BevCo,1197831,6/3/2022,1,South,Louisiana,Coca-Cola,$0.30 ,"6,250","$1,875.00 "
BevCo,1197831,6/3/2022,1,South,Louisiana,Diet Coke,$0.40 ,"6,250","$2,500.00 "
BevCo,1197831,6/3/2022,1,South,Louisiana,Sprite,$0.30 ,"4,500","$1,350.00 "
BevCo,1197831,6/3/2022,1,South,Louisiana,Fanta,$0.35 ,"3,500","$1,225.00 "
BevCo,1197831,6/3/2022,1,South,Louisiana,Powerade,$0.40 ,"2,500","$1,000.00 "
BevCo,1197831,6/3/2022,1,South,Louisiana,Dasani Water,$0.35 ,"4,000","$1,400.00 "
BevCo,1197831,5/4/2022,1,South,Louisiana,Coca-Cola,$0.20 ,"6,500","$1,300.00 "
BevCo,1197831,5/4/2022,1,South,Louisiana,Diet Coke,$0.30 ,"6,500","$1,950.00 "
BevCo,1197831,5/4/2022,1,South,Louisiana,Sprite,$0.25 ,"4,750","$1,187.50 "
BevCo,1197831,5/4/2022,1,South,Louisiana,Fanta,$0.30 ,"3,750","$1,125.00 "
BevCo,1197831,5/4/2022,1,South,Louisiana,Powerade,$0.35 ,"2,750",$962.50 
BevCo,1197831,5/4/2022,1,South,Louisiana,Dasani Water,$0.30 ,"5,500","$1,650.00 "
BevCo,1197831,5/5/2022,1,South,Louisiana,Coca-Cola,$0.20 ,"7,000","$1,400.00 "
BevCo,1197831,5/5/2022,1,South,Louisiana,Diet Coke,$0.30 ,"7,250","$2,175.00 "
BevCo,1197831,5/5/2022,1,South,Louisiana,Sprite,$0.25 ,"5,750","$1,437.50 "
BevCo,1197831,5/5/2022,1,South,Louisiana,Fanta,$0.35 ,"5,000","$1,750.00 "
BevCo,1197831,5/5/2022,1,South,Louisiana,Powerade,$0.50 ,"4,000","$2,000.00 "
BevCo,1197831,5/5/2022,1,South,Louisiana,Dasani Water,$0.45 ,"7,500","$3,375.00 "
BevCo,1197831,4/6/2022,1,South,Louisiana,Coca-Cola,$0.45 ,"7,500","$3,375.00 "
BevCo,1197831,4/6/2022,1,South,Louisiana,Diet Coke,$0.50 ,"7,500","$3,750.00 "
BevCo,1197831,4/6/2022,1,South,Louisiana,Sprite,$0.50 ,"6,000","$3,000.00 "
BevCo,1197831,4/6/2022,1,South,Louisiana,Fanta,$0.50 ,"5,500","$2,750.00 "
BevCo,1197831,4/6/2022,1,South,Louisiana,Powerade,$0.55 ,"4,500","$2,475.00 "
BevCo,1197831,4/6/2022,1,South,Louisiana,Dasani Water,$0.60 ,"8,250","$4,950.00 "
BevCo,1197831,6/7/2022,1,South,Louisiana,Coca-Cola,$0.50 ,"7,750","$3,875.00 "
BevCo,1197831,6/7/2022,1,South,Louisiana,Diet Coke,$0.55 ,"7,750","$4,262.50 "
BevCo,1197831,6/7/2022,1,South,Louisiana,Sprite,$0.50 ,"9,250","$4,625.00 "
BevCo,1197831,6/7/2022,1,South,Louisiana,Fanta,$0.50 ,"5,250","$2,625.00 "
BevCo,1197831,6/7/2022,1,South,Louisiana,Powerade,$0.55 ,"5,250","$2,887.50 "
BevCo,1197831,6/7/2022,1,South,Louisiana,Dasani Water,$0.65 ,"8,000","$5,200.00 "
BevCo,1197831,8/8/2022,1,South,Louisiana,Coca-Cola,$0.50 ,"7,500","$3,750.00 "
BevCo,1197831,8/8/2022,1,South,Louisiana,Diet Coke,$0.55 ,"7,500","$4,125.00 "
BevCo,1197831,8/8/2022,1,South,Louisiana,Sprite,$0.50 ,"9,250","$4,625.00 "
BevCo,1197831,8/8/2022,1,South,Louisiana,Fanta,$0.50 ,"4,750","$2,375.00 "
BevCo,1197831,8/8/2022,1,South,Louisiana,Powerade,$0.55 ,"4,750","$2,612.50 "
BevCo,1197831,8/8/2022,1,South,Louisiana,Dasani Water,$0.60 ,"7,250","$4,350.00 "
BevCo,1197831,5/9/2022,1,South,Louisiana,Coca-Cola,$0.55 ,"6,750","$3,712.50 "
BevCo,1197831,5/9/2022,1,South,Louisiana,Diet Coke,$0.55 ,"6,250","$3,437.50 "
BevCo,1197831,5/9/2022,1,South,Louisiana,Sprite,$0.60 ,"6,750","$4,050.00 "
BevCo,1197831,5/9/2022,1,South,Louisiana,Fanta,$0.60 ,"4,000","$2,400.00 "
BevCo,1197831,5/9/2022,1,South,Louisiana,Powerade,$0.55 ,"4,000","$2,200.00 "
BevCo,1197831,5/9/2022,1,South,Louisiana,Dasani Water,$0.50 ,"6,250","$3,125.00 "
BevCo,1197831,4/10/2022,1,South,Louisiana,Coca-Cola,$0.40 ,"5,750","$2,300.00 "
BevCo,1197831,4/10/2022,1,South,Louisiana,Diet Coke,$0.40 ,"5,750","$2,300.00 "
BevCo,1197831,4/10/2022,1,South,Louisiana,Sprite,$0.45 ,"5,250","$2,362.50 "
BevCo,1197831,4/10/2022,1,South,Louisiana,Fanta,$0.45 ,"3,750","$1,687.50 "
BevCo,1197831,4/10/2022,1,South,Louisiana,Powerade,$0.35 ,"3,500","$1,225.00 "
BevCo,1197831,4/10/2022,1,South,Louisiana,Dasani Water,$0.45 ,"5,250","$2,362.50 "
BevCo,1197831,5/11/2022,1,South,Louisiana,Coca-Cola,$0.35 ,"6,750","$2,362.50 "
BevCo,1197831,5/11/2022,1,South,Louisiana,Diet Coke,$0.35 ,"6,750","$2,362.50 "
BevCo,1197831,5/11/2022,1,South,Louisiana,Sprite,$0.60 ,"6,000","$3,600.00 "
BevCo,1197831,5/11/2022,1,South,Louisiana,Fanta,$0.60 ,"4,500","$2,700.00 "
BevCo,1197831,5/11/2022,1,South,Louisiana,Powerade,$0.55 ,"4,250","$2,337.50 "
BevCo,1197831,5/11/2022,1,South,Louisiana,Dasani Water,$0.65 ,"6,250","$4,062.50 "
BevCo,1197831,4/12/2022,1,South,Louisiana,Coca-Cola,$0.55 ,"7,750","$4,262.50 "
BevCo,1197831,4/12/2022,1,South,Louisiana,Diet Coke,$0.55 ,"7,750","$4,262.50 "
BevCo,1197831,4/12/2022,1,South,Louisiana,Sprite,$0.60 ,"6,750","$4,050.00 "
BevCo,1197831,4/12/2022,1,South,Louisiana,Fanta,$0.60 ,"5,250","$3,150.00 "
BevCo,1197831,4/12/2022,1,South,Louisiana,Powerade,$0.55 ,"4,750","$2,612.50 "
BevCo,1197831,4/12/2022,1,South,Louisiana,Dasani Water,$0.65 ,"7,250","$4,712.50 "
FizzySip,1128299,23/1/2022,1,West,Idaho,Coca-Cola,$0.30 ,"4,250","$1,275.00 "
FizzySip,1128299,23/1/2022,1,West,Idaho,Diet Coke,$0.40 ,"4,250","$1,700.00 "
FizzySip,1128299,23/1/2022,1,West,Idaho,Sprite,$0.40 ,"4,250","$1,700.00 "
FizzySip,1128299,23/1/2022,1,West,Idaho,Fanta,$0.40 ,"2,750","$1,100.00 "
FizzySip,1128299,23/1/2022,1,West,Idaho,Powerade,$0.45 ,"2,250","$1,012.50 "
FizzySip,1128299,23/1/2022,1,West,Idaho,Dasani Water,$0.40 ,"4,250","$1,700.00 "
FizzySip,1128299,23/2/2022,1,West,Idaho,Coca-Cola,$0.30 ,"4,750","$1,425.00 "
FizzySip,1128299,23/2/2022,1,West,Idaho,Diet Coke,$0.40 ,"3,750","$1,500.00 "
FizzySip,1128299,23/2/2022,1,West,Idaho,Sprite,$0.40 ,"3,750","$1,500.00 "
FizzySip,1128299,23/2/2022,1,West,Idaho,Fanta,$0.40 ,"2,250",$900.00 
FizzySip,1128299,23/2/2022,1,West,Idaho,Powerade,$0.45 ,"1,500",$675.00 
FizzySip,1128299,23/2/2022,1,West,Idaho,Dasani Water,$0.40 ,"3,500","$1,400.00 "
FizzySip,1128299,22/3/2022,1,West,Idaho,Coca-Cola,$0.40 ,"5,000","$2,000.00 "
FizzySip,1128299,22/3/2022,1,West,Idaho,Diet Coke,$0.50 ,"3,500","$1,750.00 "
FizzySip,1128299,22/3/2022,1,West,Idaho,Sprite,$0.50 ,"3,500","$1,750.00 "
FizzySip,1128299,22/3/2022,1,West,Idaho,Fanta,$0.50 ,"2,250","$1,125.00 "
FizzySip,1128299,22/3/2022,1,West,Idaho,Powerade,$0.55 ,"1,250",$687.50 
FizzySip,1128299,22/3/2022,1,West,Idaho,Dasani Water,$0.50 ,"3,250","$1,625.00 "
FizzySip,1128299,23/4/2022,1,West,Idaho,Coca-Cola,$0.50 ,"5,000","$2,500.00 "
FizzySip,1128299,23/4/2022,1,West,Idaho,Diet Coke,$0.55 ,"3,000","$1,650.00 "
FizzySip,1128299,23/4/2022,1,West,Idaho,Sprite,$0.55 ,"3,500","$1,925.00 "
FizzySip,1128299,23/4/2022,1,West,Idaho,Fanta,$0.50 ,"2,500","$1,250.00 "
FizzySip,1128299,23/4/2022,1,West,Idaho,Powerade,$0.55 ,"1,500",$825.00 
FizzySip,1128299,23/4/2022,1,West,Idaho,Dasani Water,$0.70 ,"3,250","$2,275.00 "
FizzySip,1128299,24/5/2022,1,West,Idaho,Coca-Cola,$0.50 ,"5,250","$2,625.00 "
FizzySip,1128299,24/5/2022,1,West,Idaho,Diet Coke,$0.55 ,"3,750","$2,062.50 "
FizzySip,1128299,24/5/2022,1,West,Idaho,Sprite,$0.55 ,"4,000","$2,200.00 "
FizzySip,1128299,24/5/2022,1,West,Idaho,Fanta,$0.50 ,"3,000","$1,500.00 "
FizzySip,1128299,24/5/2022,1,West,Idaho,Powerade,$0.55 ,"2,000","$1,100.00 "
FizzySip,1128299,24/5/2022,1,West,Idaho,Dasani Water,$0.70 ,"3,750","$2,625.00 "
FizzySip,1128299,23/6/2022,1,West,Idaho,Coca-Cola,$0.50 ,"6,250","$3,125.00 "
FizzySip,1128299,23/6/2022,1,West,Idaho,Diet Coke,$0.55 ,"4,750","$2,612.50 "
FizzySip,1128299,23/6/2022,1,West,Idaho,Sprite,$0.55 ,"4,750","$2,612.50 "
FizzySip,1128299,23/6/2022,1,West,Idaho,Fanta,$0.50 ,"3,500","$1,750.00 "
FizzySip,1128299,23/6/2022,1,West,Idaho,Powerade,$0.55 ,"2,250","$1,237.50 "
FizzySip,1128299,23/6/2022,1,West,Idaho,Dasani Water,$0.70 ,"5,250","$3,675.00 "
FizzySip,1128299,22/7/2022,1,West,Idaho,Coca-Cola,$0.50 ,"6,750","$3,375.00 "
FizzySip,1128299,22/7/2022,1,West,Idaho,Diet Coke,$0.55 ,"5,250","$2,887.50 "
FizzySip,1128299,22/7/2022,1,West,Idaho,Sprite,$0.55 ,"4,750","$2,612.50 "
FizzySip,1128299,22/7/2022,1,West,Idaho,Fanta,$0.50 ,"3,750","$1,875.00 "
FizzySip,1128299,22/7/2022,1,West,Idaho,Powerade,$0.55 ,"4,250","$2,337.50 "
FizzySip,1128299,22/7/2022,1,West,Idaho,Dasani Water,$0.70 ,"4,250","$2,975.00 "
FizzySip,1128299,23/8/2022,1,West,Idaho,Coca-Cola,$0.55 ,"6,250","$3,437.50 "
FizzySip,1128299,23/8/2022,1,West,Idaho,Diet Coke,$0.60 ,"5,750","$3,450.00 "
FizzySip,1128299,23/8/2022,1,West,Idaho,Sprite,$0.55 ,"4,500","$2,475.00 "
FizzySip,1128299,23/8/2022,1,West,Idaho,Fanta,$0.55 ,"4,000","$2,200.00 "
FizzySip,1128299,23/8/2022,1,West,Idaho,Powerade,$0.65 ,"4,000","$2,600.00 "
FizzySip,1128299,23/8/2022,1,West,Idaho,Dasani Water,$0.70 ,"3,750","$2,625.00 "
FizzySip,1128299,24/9/2022,1,West,Idaho,Coca-Cola,$0.45 ,"5,750","$2,587.50 "
FizzySip,1128299,24/9/2022,1,West,Idaho,Diet Coke,$0.50 ,"5,750","$2,875.00 "
FizzySip,1128299,24/9/2022,1,West,Idaho,Sprite,$0.45 ,"4,250","$1,912.50 "
FizzySip,1128299,24/9/2022,1,West,Idaho,Fanta,$0.45 ,"3,750","$1,687.50 "
FizzySip,1128299,24/9/2022,1,West,Idaho,Powerade,$0.55 ,"3,750","$2,062.50 "
FizzySip,1128299,24/9/2022,1,West,Idaho,Dasani Water,$0.60 ,"4,250","$2,550.00 "
FizzySip,1128299,23/10/2022,1,West,Idaho,Coca-Cola,$0.45 ,"5,000","$2,250.00 "
FizzySip,1128299,23/10/2022,1,West,Idaho,Diet Coke,$0.50 ,"5,000","$2,500.00 "
FizzySip,1128299,23/10/2022,1,West,Idaho,Sprite,$0.45 ,"3,250","$1,462.50 "
FizzySip,1128299,23/10/2022,1,West,Idaho,Fanta,$0.45 ,"3,000","$1,350.00 "
FizzySip,1128299,23/10/2022,1,West,Idaho,Powerade,$0.55 ,"2,750","$1,512.50 "
FizzySip,1128299,23/10/2022,1,West,Idaho,Dasani Water,$0.60 ,"3,250","$1,950.00 "
FizzySip,1128299,23/11/2022,1,West,Idaho,Coca-Cola,$0.45 ,"5,000","$2,250.00 "
FizzySip,1128299,23/11/2022,1,West,Idaho,Diet Coke,$0.50 ,"5,250","$2,625.00 "
FizzySip,1128299,23/11/2022,1,West,Idaho,Sprite,$0.45 ,"3,750","$1,687.50 "
FizzySip,1128299,23/11/2022,1,West,Idaho,Fanta,$0.45 ,"3,500","$1,575.00 "
FizzySip,1128299,23/11/2022,1,West,Idaho,Powerade,$0.55 ,"3,000","$1,650.00 "
FizzySip,1128299,23/11/2022,1,West,Idaho,Dasani Water,$0.60 ,"4,250","$2,550.00 "
FizzySip,1128299,22/12/2022,1,West,Idaho,Coca-Cola,$0.45 ,"6,250","$2,812.50 "
FizzySip,1128299,22/12/2022,1,West,Idaho,Diet Coke,$0.50 ,"6,250","$3,125.00 "
FizzySip,1128299,22/12/2022,1,West,Idaho,Sprite,$0.45 ,"4,250","$1,912.50 "
FizzySip,1128299,22/12/2022,1,West,Idaho,Fanta,$0.45 ,"4,250","$1,912.50 "
FizzySip,1128299,22/12/2022,1,West,Idaho,Powerade,$0.55 ,"3,500","$1,925.00 "
FizzySip,1128299,22/12/2022,1,West,Idaho,Dasani Water,$0.60 ,"4,500","$2,700.00 "
FizzySip,1128299,26/1/2022,1,West,Arizona,Coca-Cola,$0.35 ,"4,750","$1,662.50 "
FizzySip,1128299,26/1/2022,1,West,Arizona,Diet Coke,$0.45 ,"4,750","$2,137.50 "
FizzySip,1128299,26/1/2022,1,West,Arizona,Sprite,$0.45 ,"4,750","$2,137.50 "
FizzySip,1128299,26/1/2022,1,West,Arizona,Fanta,$0.45 ,"3,250","$1,462.50 "
FizzySip,1128299,26/1/2022,1,West,Arizona,Powerade,$0.50 ,"2,750","$1,375.00 "
FizzySip,1128299,26/1/2022,1,West,Arizona,Dasani Water,$0.45 ,"4,750","$2,137.50 "
FizzySip,1128299,26/2/2022,1,West,Arizona,Coca-Cola,$0.35 ,"5,250","$1,837.50 "
FizzySip,1128299,26/2/2022,1,West,Arizona,Diet Coke,$0.45 ,"4,250","$1,912.50 "
FizzySip,1128299,26/2/2022,1,West,Arizona,Sprite,$0.45 ,"4,250","$1,912.50 "
FizzySip,1128299,26/2/2022,1,West,Arizona,Fanta,$0.45 ,"2,750","$1,237.50 "
FizzySip,1128299,26/2/2022,1,West,Arizona,Powerade,$0.50 ,"2,000","$1,000.00 "
FizzySip,1128299,26/2/2022,1,West,Arizona,Dasani Water,$0.45 ,"4,000","$1,800.00 "
FizzySip,1128299,25/3/2022,1,West,Arizona,Coca-Cola,$0.45 ,"5,500","$2,475.00 "
FizzySip,1128299,25/3/2022,1,West,Arizona,Diet Coke,$0.55 ,"4,000","$2,200.00 "
FizzySip,1128299,25/3/2022,1,West,Arizona,Sprite,$0.55 ,"4,000","$2,200.00 "
FizzySip,1128299,25/3/2022,1,West,Arizona,Fanta,$0.55 ,"2,750","$1,512.50 "
FizzySip,1128299,25/3/2022,1,West,Arizona,Powerade,$0.60 ,"1,750","$1,050.00 "
FizzySip,1128299,25/3/2022,1,West,Arizona,Dasani Water,$0.55 ,"3,750","$2,062.50 "
FizzySip,1128299,26/4/2022,1,West,Arizona,Coca-Cola,$0.55 ,"5,500","$3,025.00 "
FizzySip,1128299,26/4/2022,1,West,Arizona,Diet Coke,$0.60 ,"3,500","$2,100.00 "
FizzySip,1128299,26/4/2022,1,West,Arizona,Sprite,$0.60 ,"4,000","$2,400.00 "
FizzySip,1128299,26/4/2022,1,West,Arizona,Fanta,$0.55 ,"3,000","$1,650.00 "
FizzySip,1128299,26/4/2022,1,West,Arizona,Powerade,$0.60 ,"2,000","$1,200.00 "
FizzySip,1128299,26/4/2022,1,West,Arizona,Dasani Water,$0.75 ,"3,750","$2,812.50 "
FizzySip,1128299,27/5/2022,1,West,Arizona,Coca-Cola,$0.55 ,"5,750","$3,162.50 "
FizzySip,1128299,27/5/2022,1,West,Arizona,Diet Coke,$0.60 ,"4,250","$2,550.00 "
FizzySip,1128299,27/5/2022,1,West,Arizona,Sprite,$0.60 ,"4,500","$2,700.00 "
FizzySip,1128299,27/5/2022,1,West,Arizona,Fanta,$0.55 ,"3,500","$1,925.00 "
FizzySip,1128299,27/5/2022,1,West,Arizona,Powerade,$0.60 ,"2,500","$1,500.00 "
FizzySip,1128299,27/5/2022,1,West,Arizona,Dasani Water,$0.75 ,"4,250","$3,187.50 "
FizzySip,1128299,26/6/2022,1,West,Arizona,Coca-Cola,$0.55 ,"7,000","$3,850.00 "
FizzySip,1128299,26/6/2022,1,West,Arizona,Diet Coke,$0.60 ,"5,500","$3,300.00 "
FizzySip,1128299,26/6/2022,1,West,Arizona,Sprite,$0.60 ,"5,500","$3,300.00 "
FizzySip,1128299,26/6/2022,1,West,Arizona,Fanta,$0.55 ,"4,250","$2,337.50 "
FizzySip,1128299,26/6/2022,1,West,Arizona,Powerade,$0.60 ,"3,000","$1,800.00 "
FizzySip,1128299,26/6/2022,1,West,Arizona,Dasani Water,$0.75 ,"6,000","$4,500.00 "
FizzySip,1128299,25/7/2022,1,West,Arizona,Coca-Cola,$0.55 ,"7,500","$4,125.00 "
FizzySip,1128299,25/7/2022,1,West,Arizona,Diet Coke,$0.60 ,"6,000","$3,600.00 "
FizzySip,1128299,25/7/2022,1,West,Arizona,Sprite,$0.60 ,"5,500","$3,300.00 "
FizzySip,1128299,25/7/2022,1,West,Arizona,Fanta,$0.55 ,"4,500","$2,475.00 "
FizzySip,1128299,25/7/2022,1,West,Arizona,Powerade,$0.60 ,"5,000","$3,000.00 "
FizzySip,1128299,25/7/2022,1,West,Arizona,Dasani Water,$0.75 ,"5,000","$3,750.00 "
FizzySip,1128299,26/8/2022,1,West,Arizona,Coca-Cola,$0.60 ,"7,000","$4,200.00 "
FizzySip,1128299,26/8/2022,1,West,Arizona,Diet Coke,$0.65 ,"6,500","$4,225.00 "
FizzySip,1128299,26/8/2022,1,West,Arizona,Sprite,$0.60 ,"5,250","$3,150.00 "
FizzySip,1128299,26/8/2022,1,West,Arizona,Fanta,$0.60 ,"4,750","$2,850.00 "
FizzySip,1128299,26/8/2022,1,West,Arizona,Powerade,$0.70 ,"4,750","$3,325.00 "
FizzySip,1128299,26/8/2022,1,West,Arizona,Dasani Water,$0.75 ,"4,500","$3,375.00 "
FizzySip,1128299,27/9/2022,1,West,Arizona,Coca-Cola,$0.50 ,"6,250","$3,125.00 "
FizzySip,1128299,27/9/2022,1,West,Arizona,Diet Coke,$0.55 ,"6,250","$3,437.50 "
FizzySip,1128299,27/9/2022,1,West,Arizona,Sprite,$0.50 ,"4,750","$2,375.00 "
FizzySip,1128299,27/9/2022,1,West,Arizona,Fanta,$0.50 ,"4,250","$2,125.00 "
FizzySip,1128299,27/9/2022,1,West,Arizona,Powerade,$0.60 ,"4,250","$2,550.00 "
FizzySip,1128299,27/9/2022,1,West,Arizona,Dasani Water,$0.65 ,"4,750","$3,087.50 "
FizzySip,1128299,26/10/2022,1,West,Arizona,Coca-Cola,$0.50 ,"5,500","$2,750.00 "
FizzySip,1128299,26/10/2022,1,West,Arizona,Diet Coke,$0.55 ,"5,500","$3,025.00 "
FizzySip,1128299,26/10/2022,1,West,Arizona,Sprite,$0.50 ,"3,750","$1,875.00 "
FizzySip,1128299,26/10/2022,1,West,Arizona,Fanta,$0.50 ,"3,500","$1,750.00 "
FizzySip,1128299,26/10/2022,1,West,Arizona,Powerade,$0.60 ,"3,250","$1,950.00 "
FizzySip,1128299,26/10/2022,1,West,Arizona,Dasani Water,$0.75 ,"3,750","$2,812.50 "
FizzySip,1128299,26/11/2022,1,West,Arizona,Coca-Cola,$0.60 ,"5,500","$3,300.00 "
FizzySip,1128299,26/11/2022,1,West,Arizona,Diet Coke,$0.65 ,"6,000","$3,900.00 "
FizzySip,1128299,26/11/2022,1,West,Arizona,Sprite,$0.60 ,"4,500","$2,700.00 "
FizzySip,1128299,26/11/2022,1,West,Arizona,Fanta,$0.60 ,"4,250","$2,550.00 "
FizzySip,1128299,26/11/2022,1,West,Arizona,Powerade,$0.70 ,"3,750","$2,625.00 "
FizzySip,1128299,26/11/2022,1,West,Arizona,Dasani Water,$0.75 ,"5,000","$3,750.00 "
FizzySip,1128299,25/12/2022,1,West,Arizona,Coca-Cola,$0.60 ,"7,000","$4,200.00 "
FizzySip,1128299,25/12/2022,1,West,Arizona,Diet Coke,$0.65 ,"7,000","$4,550.00 "
FizzySip,1128299,25/12/2022,1,West,Arizona,Sprite,$0.60 ,"5,000","$3,000.00 "
FizzySip,1128299,25/12/2022,1,West,Arizona,Fanta,$0.60 ,"5,000","$3,000.00 "
FizzySip,1128299,25/12/2022,1,West,Arizona,Powerade,$0.70 ,"4,250","$2,975.00 "
FizzySip,1128299,25/12/2022,1,West,Arizona,Dasani Water,$0.75 ,"5,250","$3,937.50 "
FizzySip,1128299,13/1/2022,1,West,New Mexico,Coca-Cola,$0.30 ,"4,500","$1,350.00 "
FizzySip,1128299,13/1/2022,1,West,New Mexico,Diet Coke,$0.40 ,"4,500","$1,800.00 "
FizzySip,1128299,13/1/2022,1,West,New Mexico,Sprite,$0.40 ,"4,500","$1,800.00 "
FizzySip,1128299,13/1/2022,1,West,New Mexico,Fanta,$0.40 ,"3,000","$1,200.00 "
FizzySip,1128299,13/1/2022,1,West,New Mexico,Powerade,$0.45 ,"2,500","$1,125.00 "
FizzySip,1128299,13/1/2022,1,West,New Mexico,Dasani Water,$0.40 ,"4,500","$1,800.00 "
FizzySip,1128299,13/2/2022,1,West,New Mexico,Coca-Cola,$0.30 ,"5,000","$1,500.00 "
FizzySip,1128299,13/2/2022,1,West,New Mexico,Diet Coke,$0.40 ,"4,000","$1,600.00 "
FizzySip,1128299,13/2/2022,1,West,New Mexico,Sprite,$0.40 ,"4,000","$1,600.00 "
FizzySip,1128299,13/2/2022,1,West,New Mexico,Fanta,$0.40 ,"2,500","$1,000.00 "
FizzySip,1128299,13/2/2022,1,West,New Mexico,Powerade,$0.45 ,"1,750",$787.50 
FizzySip,1128299,13/2/2022,1,West,New Mexico,Dasani Water,$0.40 ,"3,750","$1,500.00 "
FizzySip,1128299,12/3/2022,1,West,New Mexico,Coca-Cola,$0.40 ,"5,250","$2,100.00 "
FizzySip,1128299,12/3/2022,1,West,New Mexico,Diet Coke,$0.50 ,"3,750","$1,875.00 "
FizzySip,1128299,12/3/2022,1,West,New Mexico,Sprite,$0.50 ,"3,750","$1,875.00 "
FizzySip,1128299,12/3/2022,1,West,New Mexico,Fanta,$0.50 ,"2,500","$1,250.00 "
FizzySip,1128299,12/3/2022,1,West,New Mexico,Powerade,$0.55 ,"1,500",$825.00 
FizzySip,1128299,12/3/2022,1,West,New Mexico,Dasani Water,$0.50 ,"3,500","$1,750.00 "
FizzySip,1128299,13/4/2022,1,West,New Mexico,Coca-Cola,$0.50 ,"5,250","$2,625.00 "
FizzySip,1128299,13/4/2022,1,West,New Mexico,Diet Coke,$0.55 ,"3,250","$1,787.50 "
FizzySip,1128299,13/4/2022,1,West,New Mexico,Sprite,$0.55 ,"3,750","$2,062.50 "
FizzySip,1128299,13/4/2022,1,West,New Mexico,Fanta,$0.50 ,"2,750","$1,375.00 "
FizzySip,1128299,13/4/2022,1,West,New Mexico,Powerade,$0.55 ,"1,750",$962.50 
FizzySip,1128299,13/4/2022,1,West,New Mexico,Dasani Water,$0.70 ,"3,500","$2,450.00 "
FizzySip,1128299,14/5/2022,1,West,New Mexico,Coca-Cola,$0.50 ,"5,500","$2,750.00 "
FizzySip,1128299,14/5/2022,1,West,New Mexico,Diet Coke,$0.55 ,"4,000","$2,200.00 "
FizzySip,1128299,14/5/2022,1,West,New Mexico,Sprite,$0.55 ,"4,250","$2,337.50 "
FizzySip,1128299,14/5/2022,1,West,New Mexico,Fanta,$0.50 ,"3,250","$1,625.00 "
FizzySip,1128299,14/5/2022,1,West,New Mexico,Powerade,$0.55 ,"2,250","$1,237.50 "
FizzySip,1128299,14/5/2022,1,West,New Mexico,Dasani Water,$0.70 ,"4,000","$2,800.00 "
FizzySip,1128299,13/6/2022,1,West,New Mexico,Coca-Cola,$0.50 ,"6,750","$3,375.00 "
FizzySip,1128299,13/6/2022,1,West,New Mexico,Diet Coke,$0.55 ,"5,250","$2,887.50 "
FizzySip,1128299,13/6/2022,1,West,New Mexico,Sprite,$0.55 ,"5,250","$2,887.50 "
FizzySip,1128299,13/6/2022,1,West,New Mexico,Fanta,$0.50 ,"4,000","$2,000.00 "
FizzySip,1128299,13/6/2022,1,West,New Mexico,Powerade,$0.55 ,"2,750","$1,512.50 "
FizzySip,1128299,13/6/2022,1,West,New Mexico,Dasani Water,$0.70 ,"5,750","$4,025.00 "
FizzySip,1128299,12/7/2022,1,West,New Mexico,Coca-Cola,$0.50 ,"7,250","$3,625.00 "
FizzySip,1128299,12/7/2022,1,West,New Mexico,Diet Coke,$0.55 ,"5,750","$3,162.50 "
FizzySip,1128299,12/7/2022,1,West,New Mexico,Sprite,$0.55 ,"5,250","$2,887.50 "
FizzySip,1128299,12/7/2022,1,West,New Mexico,Fanta,$0.50 ,"4,250","$2,125.00 "
FizzySip,1128299,12/7/2022,1,West,New Mexico,Powerade,$0.55 ,"4,750","$2,612.50 "
FizzySip,1128299,12/7/2022,1,West,New Mexico,Dasani Water,$0.70 ,"4,750","$3,325.00 "
FizzySip,1128299,13/8/2022,1,West,New Mexico,Coca-Cola,$0.55 ,"6,750","$3,712.50 "
FizzySip,1128299,13/8/2022,1,West,New Mexico,Diet Coke,$0.60 ,"6,250","$3,750.00 "
FizzySip,1128299,13/8/2022,1,West,New Mexico,Sprite,$0.55 ,"5,000","$2,750.00 "
FizzySip,1128299,13/8/2022,1,West,New Mexico,Fanta,$0.55 ,"4,500","$2,475.00 "
FizzySip,1128299,13/8/2022,1,West,New Mexico,Powerade,$0.65 ,"4,500","$2,925.00 "
FizzySip,1128299,13/8/2022,1,West,New Mexico,Dasani Water,$0.70 ,"4,250","$2,975.00 "
FizzySip,1128299,14/9/2022,1,West,New Mexico,Coca-Cola,$0.45 ,"6,000","$2,700.00 "
FizzySip,1128299,14/9/2022,1,West,New Mexico,Diet Coke,$0.50 ,"6,000","$3,000.00 "
FizzySip,1128299,14/9/2022,1,West,New Mexico,Sprite,$0.45 ,"4,500","$2,025.00 "
FizzySip,1128299,14/9/2022,1,West,New Mexico,Fanta,$0.45 ,"4,000","$1,800.00 "
FizzySip,1128299,14/9/2022,1,West,New Mexico,Powerade,$0.55 ,"4,000","$2,200.00 "
FizzySip,1128299,14/9/2022,1,West,New Mexico,Dasani Water,$0.60 ,"4,500","$2,700.00 "
FizzySip,1128299,13/10/2022,1,West,New Mexico,Coca-Cola,$0.45 ,"5,250","$2,362.50 "
FizzySip,1128299,13/10/2022,1,West,New Mexico,Diet Coke,$0.50 ,"5,250","$2,625.00 "
FizzySip,1128299,13/10/2022,1,West,New Mexico,Sprite,$0.45 ,"3,500","$1,575.00 "
